tox21-esre-bla-p1_summary.csv tox21-nfkb-bla-p1_summary.csv tox21-ror-cho-antagonist-p1_pubchem_summary.csv tox21-rxr-bla-agonist-p1_pubchem_summary.csv tox21-ap1-bla-agonist-p1_pubchem_summary.csv
PUBCHEM_SID,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PUBCHEM_ASSAYDATA_REVOKE,Activity PUBCHEM_SID,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PUBCHEM_ASSAYDATA_REVOKE,Activity PUBCHEM_SID,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PUBCHEM_ASSAYDATA_REVOKE,Activity PUBCHEM_SID,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PUBCHEM_ASSAYDATA_REVOKE,Activity PUBCHEM_SID,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PUBCHEM_ASSAYDATA_REVOKE,Activity
144212781,NCGC00256643-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212966,NCGC00256902-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,MP 144211004,NCGC00254595-01,1,0,,,,inactive,inactive,,0,inactive,,0,Acros 144212147,NCGC00256105-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,TCI 144212373,NCGC00255154-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212783,NCGC00256681-01,1,0,,,,inactive,inactive,,0,inconclusive 144212967,NCGC00256922-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,ChemService 144211005,NCGC00254596-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212148,NCGC00255623-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,TCI 144212374,NCGC00255936-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212784,NCGC00256717-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144212968,NCGC00256652-01,1,0,,,,inactive,inactive,,0,inconclusive 144211008,NCGC00254599-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212151,NCGC00255522-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144212375,NCGC00255795-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212785,NCGC00256737-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144212969,NCGC00256673-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211009,NCGC00254600-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212152,NCGC00255408-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144212376,NCGC00255958-01,1,0,,,,inactive,inactive,,0,inactive,,0,inconclusive
144212786,NCGC00256757-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212970,NCGC00256693-01,1,0,,,,inactive,inactive,,0,inconclusive 144211010,NCGC00254601-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals 144212153,NCGC00255325-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,TCI 144212377,NCGC00255888-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212787,NCGC00256796-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,AK 144212971,NCGC00256729-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211013,NCGC00254604-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212154,NCGC00255342-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive 144212378,NCGC00255915-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212788,NCGC00256813-01,1,0,,,,inactive,inactive,,0,active 144212972,NCGC00256749-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive 144211014,NCGC00254605-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212155,NCGC00255260-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144212379,NCGC00255940-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212790,NCGC00256851-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212973,NCGC00256769-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211015,NCGC00254606-01,1,0,,,,inactive,inactive,,0,inactive,,0,Wako 144212156,NCGC00256273-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144212380,NCGC00255772-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212791,NCGC00256870-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144212974,NCGC00256788-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211019,NCGC00254610-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212157,NCGC00255622-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144212385,NCGC00255990-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212792,NCGC00256890-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144212975,NCGC00256806-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Alfa 144211020,NCGC00254611-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212159,NCGC00255581-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212386,NCGC00255889-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212793,NCGC00256911-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144212976,NCGC00256825-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144211024,NCGC00254615-01,1,0,,,,inactive,inactive,,0,inactive,,0,Acros 144212160,NCGC00255670-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212387,NCGC00255382-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212794,NCGC00256623-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212977,NCGC00256864-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144211025,NCGC00254616-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212161,NCGC00255927-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212388,NCGC00255785-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212796,NCGC00256682-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,TCI 144212978,NCGC00256882-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144211026,NCGC00257517-01,1,0,,,,inactive,inactive,,0,inactive,,0,Enamine 144212162,NCGC00255376-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212389,NCGC00255723-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212797,NCGC00256701-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212979,NCGC00256903-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211027,NCGC00254617-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals 144212163,NCGC00255797-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212390,NCGC00255626-01,1,0,,,,inactive,inactive,,0,inactive,,0,inconclusive
144212798,NCGC00256718-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212980,NCGC00256635-01,1,0,,,,inactive,inactive,,0,inconclusive 144211028,NCGC00254618-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212164,NCGC00255137-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212391,NCGC00255800-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212800,NCGC00256758-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Alfa 144212981,NCGC00256653-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211029,NCGC00257518-01,1,0,,,,inactive,inactive,,0,inactive,,0,Enamine 144212167,NCGC00255661-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,active 144212393,NCGC00255491-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212801,NCGC00256776-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212982,NCGC00256694-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211032,NCGC00254621-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212168,NCGC00255942-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212394,NCGC00255871-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212802,NCGC00256814-01,1,0,,,,inactive,inactive,,0,inactive,,0,inconclusive 144212983,NCGC00256712-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211034,NCGC00254623-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212170,NCGC00255297-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212395,NCGC00255816-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212803,NCGC00256834-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144212984,NCGC00256730-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144211035,NCGC00254624-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212171,NCGC00255340-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212397,NCGC00255409-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212804,NCGC00256852-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,TCI 144212985,NCGC00256750-01,1,0,,,,inactive,inactive,,0,active 144211036,NCGC00254625-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212172,NCGC00255561-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212398,NCGC00255818-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212806,NCGC00256891-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144212986,NCGC00256770-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Alfa 144211038,NCGC00254627-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212175,NCGC00255240-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212400,NCGC00255500-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212807,NCGC00256912-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inconclusive,SIGMA 144212987,NCGC00256789-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211039,NCGC00254628-01,1,0,,,,inactive,inactive,,0,inactive,,0,Crescent 144212176,NCGC00255890-01,1,0,,,,inactive,inactive,,0,inactive,,0,inconclusive 144212401,NCGC00255995-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212808,NCGC00256624-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144212988,NCGC00256826-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,TCI 144211041,NCGC00254630-01,1,0,,,,inactive,inactive,,0,inactive,,0,AK 144212177,NCGC00255455-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212403,NCGC00255331-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,active
144212809,NCGC00256644-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,MP 144212989,NCGC00256844-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,MP 144211043,NCGC00254632-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212179,NCGC00255432-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212405,NCGC00255530-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive
144212810,NCGC00256663-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Alfa 144212990,NCGC00256865-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144211044,NCGC00254633-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212180,NCGC00255787-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212406,NCGC00255872-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212811,NCGC00256683-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144212991,NCGC00256883-01,1,0,,,,inactive,inactive,,0,inconclusive 144211045,NCGC00254634-01,1,0,,,,inactive,inactive,,0,inactive,,0,Sigma 144212182,NCGC00255138-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212408,NCGC00255545-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212812,NCGC00256702-01,1,0,,,,inactive,inactive,,0,inconclusive 144212992,NCGC00256904-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211046,NCGC00254635-01,1,0,,,,inactive,inactive,,0,inconclusive 144212183,NCGC00255383-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212410,NCGC00255742-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212813,NCGC00256719-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212993,NCGC00256923-01,1,0,,,,inactive,inactive,,0,inconclusive 144211047,NCGC00254636-01,1,0,,,,inactive,inactive,,0,inconclusive 144212184,NCGC00256201-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212411,NCGC00255343-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212814,NCGC00256739-01,1,0,,,,inactive,inactive,,0,inconclusive 144212994,NCGC00256636-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Waterstone 144211048,NCGC00254637-01,1,0,,,,inactive,inactive,,0,inconclusive 144212185,NCGC00255820-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212412,NCGC00255490-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212815,NCGC00256759-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144212995,NCGC00256654-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive 144211052,NCGC00254641-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212186,NCGC00255178-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212413,NCGC00255728-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inconclusive,Acros
144212816,NCGC00256777-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144212996,NCGC00256674-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive 144211053,NCGC00254642-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212187,NCGC00255962-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212414,NCGC00255639-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212817,NCGC00256815-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144212997,NCGC00256713-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Alfa 144211054,NCGC00254643-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212188,NCGC00255798-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212415,NCGC00255912-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212818,NCGC00256835-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,ABCR 144212998,NCGC00256731-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211055,NCGC00254644-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212189,NCGC00255867-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212416,NCGC00255921-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212819,NCGC00256853-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Alfa 144212999,NCGC00256751-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211056,NCGC00254645-01,1,0,,,,inactive,inactive,,0,inactive,,0,ChemService 144212191,NCGC00255190-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212417,NCGC00255710-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212820,NCGC00256872-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213000,NCGC00256771-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Magical 144211057,NCGC00254646-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212193,NCGC00255139-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212419,NCGC00255792-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212821,NCGC00256892-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213001,NCGC00256790-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211058,NCGC00254647-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212194,NCGC00255535-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212420,NCGC00255258-01,1,0,,,,inactive,inactive,,0,inconclusive
144212822,NCGC00256913-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive 144213002,NCGC00256807-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144211059,NCGC00254648-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212195,NCGC00255981-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212421,NCGC00255206-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212823,NCGC00256625-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,TCI 144213003,NCGC00256845-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211061,NCGC00254650-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212196,NCGC00255565-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212422,NCGC00255852-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,active
144212824,NCGC00256664-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213004,NCGC00256884-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144211062,NCGC00254651-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212199,NCGC00255149-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212423,NCGC00255158-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212825,NCGC00256703-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Waterstone 144213005,NCGC00256905-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211063,NCGC00254652-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212200,NCGC00255650-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212424,NCGC00255934-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212826,NCGC00256720-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213007,NCGC00256655-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive 144211065,NCGC00254653-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212201,NCGC00256031-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212425,NCGC00255120-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212828,NCGC00256760-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144213008,NCGC00256675-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211068,NCGC00254656-01,1,0,,,,inactive,inactive,,0,inactive,,0,Sigma 144212202,NCGC00256312-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212426,NCGC00255767-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212829,NCGC00256778-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213009,NCGC00256695-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive 144211069,NCGC00254657-01,1,0,,,,inactive,inactive,,0,inconclusive 144212203,NCGC00255364-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212427,NCGC00255417-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212830,NCGC00256797-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144213010,NCGC00256714-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144211070,NCGC00254658-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212205,NCGC00255824-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212428,NCGC00255175-01,1,0,,,,inactive,inactive,,0,active
144212831,NCGC00256816-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213011,NCGC00256732-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211072,NCGC00254660-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212207,NCGC00256006-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212429,NCGC00255306-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212832,NCGC00256854-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213012,NCGC00256772-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Frinton 144211073,NCGC00257520-01,1,0,,,,inactive,inactive,,0,inactive,,0,Enamine 144212208,NCGC00255119-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212430,NCGC00255691-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
