file,sample,treatment,population,time,clone,total,base_substitution,small_indel,large_deletion,large_insertion,large_amplification,large_substitution,mobile_element_insertion,gene_conversion,inversion,changed_bp,deleted_bp,inserted_bp,called_bp,total_bp,base_substitution.synonymous,base_substitution.nonsynonymous,base_substitution.nonsense,base_substitution.noncoding,base_substitution.pseudogene,base_substitution.intergenic,mobile_element.IS1,mobile_element.IS150,mobile_element.IS186,mobile_element.IS3,mobile_element.IS4,mobile_element.mediated.IS1,mobile_element.mediated.IS150,mobile_element.mediated.IS186,mobile_element.mediated.IS3,POSSIBLE.INTERGENIC.AT.GC,POSSIBLE.INTERGENIC.AT.CG,POSSIBLE.INTERGENIC.AT.TA,POSSIBLE.INTERGENIC.CG.TA,POSSIBLE.INTERGENIC.CG.AT,POSSIBLE.INTERGENIC.CG.GC,POSSIBLE.INTERGENIC.TOTAL,POSSIBLE.NONCODING.AT.GC,POSSIBLE.NONCODING.AT.CG,POSSIBLE.NONCODING.AT.TA,POSSIBLE.NONCODING.CG.TA,POSSIBLE.NONCODING.CG.AT,POSSIBLE.NONCODING.CG.GC,POSSIBLE.NONCODING.TOTAL,POSSIBLE.PSEUDOGENE.AT.GC,POSSIBLE.PSEUDOGENE.AT.CG,POSSIBLE.PSEUDOGENE.AT.TA,POSSIBLE.PSEUDOGENE.CG.TA,POSSIBLE.PSEUDOGENE.CG.AT,POSSIBLE.PSEUDOGENE.CG.GC,POSSIBLE.PSEUDOGENE.TOTAL,POSSIBLE.SYNONYMOUS.AT.GC,POSSIBLE.SYNONYMOUS.AT.CG,POSSIBLE.SYNONYMOUS.AT.TA,POSSIBLE.SYNONYMOUS.CG.TA,POSSIBLE.SYNONYMOUS.CG.AT,POSSIBLE.SYNONYMOUS.CG.GC,POSSIBLE.SYNONYMOUS.TOTAL,POSSIBLE.NONSYNONYMOUS.AT.GC,POSSIBLE.NONSYNONYMOUS.AT.CG,POSSIBLE.NONSYNONYMOUS.AT.TA,POSSIBLE.NONSYNONYMOUS.CG.TA,POSSIBLE.NONSYNONYMOUS.CG.AT,POSSIBLE.NONSYNONYMOUS.CG.GC,POSSIBLE.NONSYNONYMOUS.TOTAL,POSSIBLE.NONSENSE.AT.GC,POSSIBLE.NONSENSE.AT.CG,POSSIBLE.NONSENSE.AT.TA,POSSIBLE.NONSENSE.CG.TA,POSSIBLE.NONSENSE.CG.AT,POSSIBLE.NONSENSE.CG.GC,POSSIBLE.NONSENSE.TOTAL,POSSIBLE.TOTAL.AT.GC,POSSIBLE.TOTAL.AT.CG,POSSIBLE.TOTAL.AT.TA,POSSIBLE.TOTAL.CG.TA,POSSIBLE.TOTAL.CG.AT,POSSIBLE.TOTAL.CG.GC,POSSIBLE.TOTAL.TOTAL,OBSERVED.INTERGENIC.AT.GC,OBSERVED.INTERGENIC.AT.CG,OBSERVED.INTERGENIC.AT.TA,OBSERVED.INTERGENIC.CG.TA,OBSERVED.INTERGENIC.CG.AT,OBSERVED.INTERGENIC.CG.GC,OBSERVED.INTERGENIC.TOTAL,OBSERVED.NONCODING.AT.GC,OBSERVED.NONCODING.AT.CG,OBSERVED.NONCODING.AT.TA,OBSERVED.NONCODING.CG.TA,OBSERVED.NONCODING.CG.AT,OBSERVED.NONCODING.CG.GC,OBSERVED.NONCODING.TOTAL,OBSERVED.PSEUDOGENE.AT.GC,OBSERVED.PSEUDOGENE.AT.CG,OBSERVED.PSEUDOGENE.AT.TA,OBSERVED.PSEUDOGENE.CG.TA,OBSERVED.PSEUDOGENE.CG.AT,OBSERVED.PSEUDOGENE.CG.GC,OBSERVED.PSEUDOGENE.TOTAL,OBSERVED.SYNONYMOUS.AT.GC,OBSERVED.SYNONYMOUS.AT.CG,OBSERVED.SYNONYMOUS.AT.TA,OBSERVED.SYNONYMOUS.CG.TA,OBSERVED.SYNONYMOUS.CG.AT,OBSERVED.SYNONYMOUS.CG.GC,OBSERVED.SYNONYMOUS.TOTAL,OBSERVED.NONSYNONYMOUS.AT.GC,OBSERVED.NONSYNONYMOUS.AT.CG,OBSERVED.NONSYNONYMOUS.AT.TA,OBSERVED.NONSYNONYMOUS.CG.TA,OBSERVED.NONSYNONYMOUS.CG.AT,OBSERVED.NONSYNONYMOUS.CG.GC,OBSERVED.NONSYNONYMOUS.TOTAL,OBSERVED.NONSENSE.AT.GC,OBSERVED.NONSENSE.AT.CG,OBSERVED.NONSENSE.AT.TA,OBSERVED.NONSENSE.CG.TA,OBSERVED.NONSENSE.CG.AT,OBSERVED.NONSENSE.CG.GC,OBSERVED.NONSENSE.TOTAL,OBSERVED.TOTAL.AT.GC,OBSERVED.TOTAL.AT.CG,OBSERVED.TOTAL.AT.TA,OBSERVED.TOTAL.CG.TA,OBSERVED.TOTAL.CG.AT,OBSERVED.TOTAL.CG.GC,OBSERVED.TOTAL.TOTAL
Ara+4_30000gen_10414.gd,Ara+4_30000gen_10414,LTEE,Ara+4,30000,A,44,24,7,7,0,3,0,3,0,0,24,81054,31584,4465410,4629812,1,17,0,0,0,6,0,2,0,0,1,2,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,4,1,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,4,2,6,1,0,17,0,0,0,0,0,0,0,8,6,2,7,1,0,24
Ara+4_30000gen_10415.gd,Ara+4_30000gen_10415,LTEE,Ara+4,30000,B,42,25,7,6,0,1,0,3,0,0,25,73500,16193,4465410,4629812,2,16,0,0,0,7,0,2,0,0,1,2,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,4,1,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,4,3,2,6,1,0,16,0,0,0,0,0,0,0,8,5,2,9,1,0,25
Ara+4_40000gen_10956.gd,Ara+4_40000gen_10956,LTEE,Ara+4,40000,A,54,32,8,7,0,1,0,6,0,0,32,87027,19847,4465410,4629812,3,19,1,0,0,9,1,2,0,0,3,3,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,5,1,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,4,4,3,7,1,0,19,0,0,0,0,1,0,1,9,7,3,11,2,0,32
Ara+4_40000gen_10957.gd,Ara+4_40000gen_10957,LTEE,Ara+4,40000,B,54,31,8,7,0,1,0,7,0,0,31,87027,19963,4465410,4629812,2,20,1,0,0,8,3,2,0,0,2,3,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,5,1,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,5,3,7,1,0,20,0,0,0,0,1,0,1,9,8,3,9,2,0,31
Ara+4_50000gen_11348.gd,Ara+4_50000gen_11348,LTEE,Ara+4,50000,A,69,41,12,9,0,1,0,6,0,0,41,108491,19763,4465410,4629812,2,23,1,0,0,15,1,2,1,0,2,4,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,7,1,1,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,6,4,7,2,0,23,0,0,0,0,1,0,1,11,9,5,13,3,0,41
Ara+4_50000gen_11349.gd,Ara+4_50000gen_11349,LTEE,Ara+4,50000,B,68,41,11,8,0,2,0,6,0,0,41,87597,209849,4465410,4629812,2,23,1,0,0,15,2,2,0,0,2,4,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,7,1,1,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,6,4,7,2,0,23,0,0,0,0,1,0,1,11,9,5,13,3,0,41
Ara+5_500gen_772A.gd,Ara+5_500gen_772A,LTEE,Ara+5,500,A,2,1,0,0,0,0,0,1,0,0,1,0,1446,4465410,4629812,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Ara+5_500gen_772B.gd,Ara+5_500gen_772B,LTEE,Ara+5,500,B,2,2,0,0,0,0,0,0,0,0,2,0,0,4465410,4629812,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2
Ara+5_1000gen_962A.gd,Ara+5_1000gen_962A,LTEE,Ara+5,1000,A,5,3,1,1,0,0,0,0,0,0,3,613,1,4465410,4629812,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,3
Ara+5_1000gen_962B.gd,Ara+5_1000gen_962B,LTEE,Ara+5,1000,B,3,2,0,1,0,0,0,0,0,0,2,1799,0,4465410,4629812,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,2
Ara+5_1500gen_1066A.gd,Ara+5_1500gen_1066A,LTEE,Ara+5,1500,A,5,3,0,1,0,0,0,1,0,0,3,5111,777,4465410,4629812,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3
Ara+5_1500gen_1066B.gd,Ara+5_1500gen_1066B,LTEE,Ara+5,1500,B,4,3,0,0,0,0,0,1,0,0,3,0,1447,4465410,4629812,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,3
Ara+5_2000gen_1162A.gd,Ara+5_2000gen_1162A,LTEE,Ara+5,2000,A,7,4,1,1,0,0,0,1,0,0,4,5111,778,4465410,4629812,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,4
Ara+5_2000gen_1162B.gd,Ara+5_2000gen_1162B,LTEE,Ara+5,2000,B,6,4,0,1,0,0,0,1,0,0,4,5111,777,4465410,4629812,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,4
Ara+5_5000gen_2177A.gd,Ara+5_5000gen_2177A,LTEE,Ara+5,5000,A,15,9,0,2,0,0,0,4,0,0,9,410,5785,4465410,4629812,0,9,0,0,0,0,0,4,0,0,0,0,2,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,1,0,9,0,0,0,0,0,0,0,1,2,0,5,1,0,9
Ara+5_5000gen_2177B.gd,Ara+5_5000gen_2177B,LTEE,Ara+5,5000,B,11,8,0,1,0,0,0,2,0,0,8,283,2893,4465410,4629812,0,8,0,0,0,0,0,2,0,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,1,0,8,0,0,0,0,0,0,0,1,1,0,5,1,0,8
Ara+5_10000gen_4534A.gd,Ara+5_10000gen_4534A,LTEE,Ara+5,10000,A,20,15,0,2,0,1,0,2,0,0,15,10903,63662,4465410,4629812,0,12,0,0,0,3,0,2,0,0,0,0,2,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,6,2,0,12,0,0,0,0,0,0,0,1,3,2,6,3,0,15
Ara+5_10000gen_4534B.gd,Ara+5_10000gen_4534B,LTEE,Ara+5,10000,B,17,12,0,2,0,1,0,2,0,0,12,10903,63662,4465410,4629812,0,10,0,0,0,2,0,2,0,0,0,0,2,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,5,1,0,10,0,0,0,0,0,0,0,1,4,0,6,1,0,12
Ara+5_15000gen_7187A.gd,Ara+5_15000gen_7187A,LTEE,Ara+5,15000,A,30,18,1,2,0,2,0,7,0,0,18,56059,124131,4465410,4629812,2,15,0,0,0,1,1,6,0,0,0,2,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,3,0,7,3,0,15,0,0,0,0,0,0,0,3,3,0,8,4,0,18
Ara+5_15000gen_7187B.gd,Ara+5_15000gen_7187B,LTEE,Ara+5,15000,B,31,18,1,3,0,2,0,7,0,0,18,63609,124131,4465410,4629812,3,14,0,0,0,1,1,6,0,0,0,2,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,3,2,0,6,3,0,14,0,0,0,0,0,0,0,4,3,0,7,4,0,18
Ara+5_20000gen_8604A.gd,Ara+5_20000gen_8604A,LTEE,Ara+5,20000,A,33,20,2,5,0,1,0,5,0,0,20,34141,67905,4465410,4629812,3,14,0,0,0,3,0,4,1,0,0,1,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,1,4,0,8,1,0,14,0,0,0,0,0,0,0,2,6,0,11,1,0,20
Ara+5_20000gen_8604B.gd,Ara+5_20000gen_8604B,LTEE,Ara+5,20000,B,32,20,1,5,0,1,0,5,0,0,20,34140,67905,4465410,4629812,3,14,0,0,0,3,0,4,1,0,0,1,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,1,4,0,8,1,0,14,0,0,0,0,0,0,0,2,6,0,11,1,0,20
Ara+5_30000gen_10432.gd,Ara+5_30000gen_10432,LTEE,Ara+5,30000,A,51,27,5,5,0,4,0,10,0,0,27,152045,199286,4465410,4629812,2,22,1,0,0,2,1,8,1,0,0,4,2,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,4,4,0,11,3,0,22,0,1,0,0,0,0,1,5,5,1,12,4,0,27
Ara+5_30000gen_10433.gd,Ara+5_30000gen_10433,LTEE,Ara+5,30000,B,52,28,5,5,0,4,0,10,0,0,28,152045,199286,4465410,4629812,2,23,1,0,0,2,1,8,1,0,0,4,2,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,4,4,0,11,4,0,23,0,1,0,0,0,0,1,5,5,1,12,5,0,28
Ara+5_40000gen_10982.gd,Ara+5_40000gen_10982,LTEE,Ara+5,40000,A,65,36,7,5,0,3,0,14,0,0,36,152047,162488,4465410,4629812,4,27,2,0,0,3,3,8,3,0,0,4,2,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,4,4,4,0,14,4,1,27,0,1,0,1,0,0,2,5,5,2,17,6,1,36
Ara+5_40000gen_10983.gd,Ara+5_40000gen_10983,LTEE,Ara+5,40000,B,68,36,8,6,0,3,0,15,0,0,36,181909,163935,4465410,4629812,4,26,2,0,0,4,3,9,3,0,0,5,2,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,1,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,4,4,4,0,14,4,0,26,0,1,0,1,0,0,2,5,5,2,18,6,0,36
Ara+5_50000gen_11367.gd,Ara+5_50000gen_11367,LTEE,Ara+5,50000,A,78,45,9,5,0,3,0,16,0,0,45,152049,165381,4465410,4629812,5,32,2,0,0,6,3,10,3,0,0,4,2,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,1,0,1,2,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,5,4,4,1,16,7,0,32,0,1,0,1,0,0,2,6,5,3,22,9,0,45
Ara+5_50000gen_11368.gd,Ara+5_50000gen_11368,LTEE,Ara+5,50000,B,77,42,10,6,0,3,0,16,0,0,42,181910,165383,4465410,4629812,4,30,2,0,0,6,3,10,3,0,0,5,2,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,1,0,1,2,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,4,4,4,1,16,5,0,30,0,1,0,1,0,0,2,6,5,3,21,7,0,42
Ara+6_500gen_773A.gd,Ara+6_500gen_773A,LTEE,Ara+6,500,A,2,2,0,0,0,0,0,0,0,0,2,0,0,4465410,4629812,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2
Ara+6_500gen_773B.gd,Ara+6_500gen_773B,LTEE,Ara+6,500,B,2,1,0,1,0,0,0,0,0,0,1,1225,0,4465410,4629812,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ara+6_1000gen_963A.gd,Ara+6_1000gen_963A,LTEE,Ara+6,1000,A,4,3,0,1,0,0,0,0,0,0,3,3182,0,4465410,4629812,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,1,1,0,1,0,3
